cliente_id;nombre_cliente;edad;ingreso_estimado;ciudad;segmento_cliente;total_saldo;total_cupo;cantidad_productos;Education;Entertainment;Food;Fuel;Health;No Aplica;Others;Streaming;Supermarket;Technology;Travel;consumo_total;segmento_conductual
C000078;Cliente 0078;55,0;680,08;Quito;Mass;510,37;1200,0;1;0,0;19,24;33,99;0,0;0,0;0,0;0,0;0,0;0,0;78,78;66,08;198,08999999999997;General Shopper
C000079;Cliente 0079;38,0;1077,3;Ambato;Mass;70506,28;1700,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;55,73;128,4;27,78;73,08;284,99;General Shopper
C000080;Cliente 0080;18,0;891,27;Ambato;Mass;61245,08;2200,0;3;0,0;0,0;0,0;0,0;0,0;0,0;47,02;0,0;489,94;61,54;0,0;598,5;General Shopper
C000081;Cliente 0081;24,0;956,2;Desconocida;Mass;108752,32;1400,0;3;0,0;0,0;0,0;0,0;0,0;0,0;112,34;0,0;0,0;0,0;53,72;166,06;General Shopper
C000082;Cliente 0082;35,0;1462,58;Guayaquil;Affluent;94367,65999999999;2100,0;4;0,0;36,86;0,0;0,0;356,58;0,0;22,87;98,64;469,96999999999997;330,08000000000004;150,75;1465,75;General Shopper
C000083;Cliente 0083;36,0;555,3;Cuenca;Mass;69605,23;1300,0;2;19,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;161,85999999999999;0,0;0,0;181,32;General Shopper
C000084;Cliente 0084;50,0;4630,39;Guayaquil;Premium;13894,16;13000,0;2;0,0;852,75;501,83000000000004;0,0;0,0;0,0;180,15;0,0;596,5699999999999;683,4000000000001;0,0;2814,7;General Shopper
C000085;Cliente 0085;51,0;2098,71;Guayaquil;Mass;81879,93;4300,0;4;0,0;29,6;257,8;359,86;131,26;0,0;0,0;105,05;236,68;0,0;0,0;1120,25;General Shopper
C000086;Cliente 0086;36,0;969,86;Quito;Mass;7315,49;2900,0;3;0,0;0,0;15,75;66,21;0,0;0,0;0,0;250,51;178,32999999999998;67,84;68,02;646,66;General Shopper
C000087;Cliente 0087;47,0;797,22;Guayaquil;Mass;12030,710000000001;1300,0;3;0,0;99,86;35,62;36,83;0,0;0,0;0,0;192,34;203,89000000000001;97,64;0,0;666,18;General Shopper
C000088;Cliente 0088;49,0;2038,02;Guayaquil;Affluent;58388,329999999994;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000089;Cliente 0089;39,0;9401,64;Quito;Premium;101330,13;18400,0;2;3171,59;231,57;0,0;222,88;429,15;0,0;629,64;1995,01;173,74;372,72;3007,63;10233,93;General Shopper
C000090;Cliente 0090;30,0;883,43;Quito;Mass;753,36;1200,0;1;21,39;0,0;0,0;60,23;0,0;0,0;0,0;0,0;22,96;24,75;0,0;129,33;General Shopper
C000091;Cliente 0091;38,0;2527,2;Quito;Affluent;16459,79;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000092;Cliente 0092;48,0;1339,39;Quito;Mass;2638,7;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000093;Cliente 0093;38,0;1229,98;Ambato;Mass;2816,65;1900,0;2;330,5;81,36000000000001;124,28999999999999;111,04;111,06;0,0;0,0;0,0;105,22;47,58;178,18;1089,23;General Shopper
C000094;Cliente 0094;38,0;467,24;Cuenca;Mass;27356,37;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000095;Cliente 0095;48,0;750,36;Quito;Mass;17876,36;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000096;Cliente 0096;52,0;3886,76;Cuenca;Premium;55653,740000000005;11600,0;3;321,51;317,81;950,06;0,0;0,0;0,0;71,17;104,98;2030,86;157,36;159,67;4113,419999999999;General Shopper
C000097;Cliente 0097;46,0;952,91;Guayaquil;Mass;67469,71;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000098;Cliente 0098;49,0;636,04;Guayaquil;Mass;5101,54;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000099;Cliente 0099;18,0;1703,63;Guayaquil;Mass;122051,04;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000100;Cliente 0100;46,0;870,1;Cuenca;Mass;110731,42;2000,0;4;0,0;43,95;73,46000000000001;111,23;14,16;0,0;21,27;38,74;0,0;0,0;0,0;302,81;General Shopper
C000101;Cliente 0101;34,0;2125,11;Quito;Mass;16333,42;3300,0;3;328,23;179,41;492,26;0,0;0,0;0,0;170,78;65,46;470,61;286,57;0,0;1993,32;General Shopper
C000102;Cliente 0102;34,0;518,55;Quito;Mass;661,03;1300,0;1;118,1;37,99;0,0;0,0;0,0;0,0;0,0;31,13;9,34;10,18;0,0;206,74;General Shopper
C000103;Cliente 0103;42,0;4597,87;Guayaquil;Premium;7994,75;6400,0;2;183,8;112,36;0,0;0,0;413,03;0,0;0,0;0,0;0,0;0,0;1496,98;2206,17;Travel Lover
C000104;Cliente 0104;49,0;1507,45;Quito;Mass;2038,06;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000105;Cliente 0105;40,0;5297,82;Guayaquil;Premium;60323,76;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000106;Cliente 0106;40,0;2414,5;Guayaquil;Affluent;6952,610000000001;2700,0;2;388,28;0,0;459,96000000000004;173,59;314,94;0,0;0,0;65,68;0,0;0,0;296,32;1698,77;General Shopper
C000107;Cliente 0107;61,0;670,08;Guayaquil;Mass;2312,98;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000108;Cliente 0108;27,0;2121,18;Guayaquil;Pyme;-100,0;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000109;Cliente 0109;48,0;2444,48;Quito;Affluent;38286,79;7000,0;3;0,0;314,49;263,13;0,0;0,0;0,0;0,0;2124,85;0,0;0,0;0,0;2702,47;Streaming Lover
C000110;Cliente 0110;35,0;6842,24;Quito;Premium;47179,43;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000111;Cliente 0111;46,0;2412,35;Quito;Pyme;25238,95;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000112;Cliente 0112;38,0;1584,01;Quito;Pyme;109125,06;3500,0;3;0,0;0,0;0,0;0,0;0,0;0,0;69,68;0,0;362,13;0,0;178,99;610,8;General Shopper
C000113;Cliente 0113;65,0;741,54;Guayaquil;Mass;59518,67;1400,0;4;0,0;0,0;0,0;51,62;0,0;0,0;0,0;29,55;73,06;70,08;329,85;554,1600000000001;Travel Lover
C000114;Cliente 0114;57,0;2243,46;Guayaquil;Premium;16891,5;4500,0;3;207,81;0,0;72,37;0,0;0,0;0,0;385,43;0,0;337,44000000000005;745,42;0,0;1748,4700000000003;General Shopper
C000115;Cliente 0115;34,0;1717,11;Manta;Mass;7221,82;4500,0;2;151,26;0,0;128,76;425,25;554,59;0,0;169,5;274,3;0,0;0,0;47,46;1751,1200000000001;General Shopper
C000116;Cliente 0116;31,0;2641,54;Loja;Affluent;21334,23;5600,0;3;63,02;0,0;270,69;253,01;0,0;0,0;0,0;0,0;652,34;0,0;200,54;1439,6;General Shopper
C000117;Cliente 0117;47,0;2881,36;Manta;Affluent;9430,59;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000118;Cliente 0118;32,0;1531,34;Guayaquil;Affluent;70767,39;3800,0;4;136,37;0,0;0,0;95,57;0,0;0,0;136,44;0,0;176,07;0,0;0,0;544,45;General Shopper
C000119;Cliente 0119;42,0;1054,25;Guayaquil;Mass;3762,11;2000,0;2;72,6;0,0;19,17;50,25;83,35;0,0;0,0;98,29;0,0;0,0;80,92;404,58;General Shopper
C000120;Cliente 0120;18,0;2728,3;Quito;Affluent;19980,47;2800,0;3;172,22;151,53;47,92;884,05;105,39;0,0;0,0;0,0;459,56;0,0;0,0;1820,6699999999998;General Shopper
C000121;Cliente 0121;25,0;2508,43;Quito;Pyme;19407,97;3300,0;2;824,43;76,02;0,0;498,98;0,0;0,0;472,11;401,85;290,15999999999997;0,0;235,53;2799,08;General Shopper
C000122;Cliente 0122;24,0;1393,52;Guayaquil;Affluent;10587,09;2900,0;3;41,37;100,46;0,0;0,0;0,0;0,0;163,35;59,1;20,03;349,75;223,23;957,29;General Shopper
C000123;Cliente 0123;18,0;3945,89;Loja;Premium;47797,46;8300,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;310,95;546,82;580,5;0,0;1438,27;General Shopper
C000124;Cliente 0124;56,0;561,33;Guayaquil;Joven;1742,5700000000002;600,0;2;8,78;0,0;0,0;0,0;0,0;0,0;38,61;38,59;52,2;264,47999999999996;30,82;433,47999999999996;Tech Lover
C000125;Cliente 0125;35,0;935,9;Loja;Mass;30296,08;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000126;Cliente 0126;51,0;2957,88;Loja;Premium;88481,85999999999;7100,0;3;0,0;0,0;0,0;439,90999999999997;0,0;0,0;0,0;0,0;0,0;454,95;190,33;1085,1899999999998;General Shopper
C000127;Cliente 0127;37,0;6218,82;Cuenca;Premium;29336,84;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000128;Cliente 0128;42,0;2200,52;Guayaquil;Affluent;61615,329999999994;6100,0;2;33,37;102,4;0,0;0,0;23,11;0,0;292,26;28,8;0,0;0,0;375,68;855,6200000000001;General Shopper
C000129;Cliente 0129;35,0;1417,06;Guayaquil;Mass;83817,37000000001;2800,0;2;0,0;0,0;0,0;15,33;0,0;0,0;0,0;0,0;0,0;154,6;92,58;262,51;Tech Lover
C000130;Cliente 0130;40,0;1565,48;Quito;Affluent;20445,36;2200,0;3;0,0;0,0;550,45;0,0;0,0;0,0;84,02;0,0;45,17;40,67;121,85;842,1600000000001;Food Lover
C000131;Cliente 0131;31,0;2146,75;Guayaquil;Mass;9065,37;3000,0;3;0,0;167,28;227,95;0,0;0,0;0,0;0,0;0,0;0,0;80,72;0,0;475,95000000000005;General Shopper
C000132;Cliente 0132;28,0;1917,03;Manta;Affluent;5288,73;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000133;Cliente 0133;49,0;1819,21;Cuenca;Affluent;50174,44;5200,0;3;74,04;0,0;435,18;0,0;0,0;0,0;0,0;54,51;75,18;0,0;0,0;638,9100000000001;Food Lover
C000134;Cliente 0134;37,0;568,13;Manta;Mass;96288,04000000001;1400,0;4;20,58;0,0;71,82;23,32;22,02;0,0;0,0;8,05;176,8;0,0;57,45;380,04;General Shopper
C000135;Cliente 0135;18,0;4219,85;Quito;Premium;13499,0;10400,0;3;279,86;0,0;120,96;354,97;246,46;0,0;0,0;136,58;409,2;355,36;330,22;2233,6099999999997;General Shopper
C000136;Cliente 0136;29,0;2702,05;Quito;Affluent;1307,82;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000137;Cliente 0137;56,0;511,61;Manta;Joven;618,77;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000138;Cliente 0138;54,0;825,89;Quito;Mass;4096,51;1500,0;2;0,0;76,7;0,0;0,0;0,0;0,0;95,32;427,39;290,90999999999997;49,18;0,0;939,4999999999999;General Shopper
